id_mesa,id_establecimiento,id_centro_de_distribucion,descripcion,ciudadanos_habilitados,extranjera
1985,8886,10,1985,348,NO
1986,8084,10,1986,348,NO
1987,8084,10,1987,348,NO
1988,8084,10,1988,348,NO
1989,8084,10,1989,348,NO
1990,8084,10,1990,348,NO
1991,8084,10,1991,348,NO
1992,8084,10,1992,348,NO
1993,8084,10,1993,348,NO
1994,9306,10,1994,348,NO
1995,9306,10,1995,348,NO
1996,9306,10,1996,348,NO
1997,9306,10,1997,348,NO
1998,9306,10,1998,348,NO
1999,9306,10,1999,348,NO
2000,9306,10,2000,348,NO
2001,9306,10,2001,348,NO
2002,9306,10,2002,348,NO
2003,9306,10,2003,348,NO
2004,9306,10,2004,348,NO
2005,9306,10,2005,347,NO
2006,9306,10,2006,347,NO
2007,9306,10,2007,347,NO
2008,9353,10,2008,350,NO
2009,9353,10,2009,350,NO
2010,9353,10,2010,350,NO
2011,9353,10,2011,350,NO
2012,9353,10,2012,350,NO
2013,9353,10,2013,350,NO
2014,9353,10,2014,350,NO
2015,9353,10,2015,350,NO
2016,9353,10,2016,350,NO
2017,9353,10,2017,350,NO
2018,4180,10,2018,349,NO
2019,4180,10,2019,349,NO
2020,4180,10,2020,349,NO
2021,4180,10,2021,349,NO
2022,4180,10,2022,349,NO
2023,4180,10,2023,349,NO
2024,4180,10,2024,349,NO
2025,4180,10,2025,349,NO
2026,4180,10,2026,349,NO
2027,4180,10,2027,349,NO
2028,4180,10,2028,349,NO
2029,4180,10,2029,349,NO
2030,4308,10,2030,349,NO
2031,4308,10,2031,349,NO
2032,4308,10,2032,349,NO
2033,4308,10,2033,349,NO
2034,4308,10,2034,349,NO
2035,4308,10,2035,349,NO
2036,4308,10,2036,349,NO
2037,4308,10,2037,349,NO
2038,8889,10,2038,349,NO
2039,8889,10,2039,349,NO
2040,8889,10,2040,349,NO
2041,8889,10,2041,349,NO
2042,8889,10,2042,349,NO
2043,8889,10,2043,349,NO
2044,9356,10,2044,349,NO
2045,9356,10,2045,349,NO
2046,9356,10,2046,349,NO
2047,9356,10,2047,349,NO
2048,9356,10,2048,349,NO
2049,9356,10,2049,349,NO
2050,9356,10,2050,349,NO
2051,9356,10,2051,349,NO
2052,4190,10,2052,346,NO
2053,4190,10,2053,346,NO
2054,4190,10,2054,346,NO
2055,4190,10,2055,346,NO
2056,4190,10,2056,346,NO
2057,4190,10,2057,346,NO
2058,4190,10,2058,346,NO
2059,4190,10,2059,346,NO
2060,4190,10,2060,346,NO
2061,4190,10,2061,346,NO
2062,4190,10,2062,346,NO
2063,5079,10,2063,346,NO
2064,5079,10,2064,346,NO
2065,5079,10,2065,346,NO
2066,5079,10,2066,346,NO
2067,5079,10,2067,346,NO
2068,5079,10,2068,346,NO
2069,5079,10,2069,346,NO
2070,5079,10,2070,346,NO
2071,7880,10,2071,346,NO
2072,7880,10,2072,346,NO
2073,7880,10,2073,346,NO
2074,7880,10,2074,345,NO
2075,7880,10,2075,345,NO
2076,4217,10,2076,345,NO
2077,4217,10,2077,345,NO
2078,4217,10,2078,345,NO
2079,4217,10,2079,345,NO
2080,4217,10,2080,345,NO
2081,4217,10,2081,345,NO
2082,4217,10,2082,345,NO
2083,4217,10,2083,345,NO
2084,4217,10,2084,345,NO
2085,4217,10,2085,345,NO
2086,4217,10,2086,345,NO
2087,4217,10,2087,345,NO
2088,4217,10,2088,345,NO
2089,9359,10,2089,345,NO
2090,9359,10,2090,345,NO
2091,9359,10,2091,345,NO
2092,9359,10,2092,345,NO
2093,9359,10,2093,345,NO
2094,9359,10,2094,345,NO
2095,9359,10,2095,345,NO
2096,4184,10,2096,346,NO
2097,4184,10,2097,346,NO
2098,4184,10,2098,346,NO
2099,4184,10,2099,346,NO
2100,4184,10,2100,346,NO
2101,4184,10,2101,346,NO
2102,4184,10,2102,346,NO
2103,4184,10,2103,346,NO
2104,4177,10,2104,346,NO
2105,4177,10,2105,346,NO
2106,4177,10,2106,346,NO
2107,4177,10,2107,346,NO
2108,4177,10,2108,346,NO
2109,4177,10,2109,346,NO
2110,4177,10,2110,346,NO
2111,4177,10,2111,346,NO
2112,4177,10,2112,346,NO
2113,4177,10,2113,346,NO
2114,4177,10,2114,346,NO
2115,9363,10,2115,346,NO
2116,9363,10,2116,346,NO
2117,9363,10,2117,346,NO
2118,9363,10,2118,345,NO
2119,9363,10,2119,345,NO
2120,9363,10,2120,345,NO
2121,9363,10,2121,345,NO
2122,9363,10,2122,345,NO
2123,9363,10,2123,345,NO
2124,9363,10,2124,345,NO
2125,4239,10,2125,346,NO
2126,4239,10,2126,346,NO
2127,4239,10,2127,346,NO
2128,4239,10,2128,346,NO
2129,4239,10,2129,346,NO
2130,4239,10,2130,346,NO
2131,4239,10,2131,346,NO
2132,4239,10,2132,346,NO
2133,4239,10,2133,346,NO
2134,4239,10,2134,346,NO
2135,4239,10,2135,346,NO
2136,4239,10,2136,346,NO
2137,4239,10,2137,346,NO
2138,4239,10,2138,346,NO
2139,4239,10,2139,346,NO
2140,4239,10,2140,346,NO
2141,4239,10,2141,346,NO
2142,4239,10,2142,346,NO
2143,4239,10,2143,346,NO
2144,4239,10,2144,346,NO
2145,4239,10,2145,346,NO
2146,4239,10,2146,346,NO
2147,9366,10,2147,346,NO
2148,9366,10,2148,346,NO
2149,9366,10,2149,346,NO
2150,9366,10,2150,346,NO
2151,9366,10,2151,346,NO
2152,4293,10,2152,346,NO
2153,4293,10,2153,346,NO
2154,4293,10,2154,346,NO
2155,4293,10,2155,346,NO
2156,4293,10,2156,346,NO
2157,4293,10,2157,346,NO
2158,8645,10,2158,346,NO
2159,8645,10,2159,346,NO
2160,8645,10,2160,346,NO
2161,8645,10,2161,346,NO
2162,8645,10,2162,346,NO
2163,8645,10,2163,346,NO
2164,8645,10,2164,346,NO
2165,8645,10,2165,346,NO
2166,8645,10,2166,346,NO
2167,8645,10,2167,346,NO
2168,8645,10,2168,346,NO
2169,8645,10,2169,346,NO
2170,8645,10,2170,346,NO
2171,8647,10,2171,346,NO
2172,8647,10,2172,346,NO
2173,8647,10,2173,346,NO
2174,8647,10,2174,346,NO
2175,8647,10,2175,346,NO
2176,8647,10,2176,346,NO
2177,8647,10,2177,346,NO
2178,8647,10,2178,346,NO
2179,8647,10,2179,346,NO
2180,8647,10,2180,345,NO
2181,8647,10,2181,345,NO
2182,8647,10,2182,345,NO
2183,8647,10,2183,345,NO
2184,6463,10,2184,347,NO
2185,6463,10,2185,347,NO
2186,6463,10,2186,347,NO
2187,6463,10,2187,347,NO
2188,6463,10,2188,347,NO
2189,6463,10,2189,347,NO
2190,6463,10,2190,347,NO
2191,6463,10,2191,347,NO
2192,6463,10,2192,347,NO
2193,6463,10,2193,347,NO
2194,6463,10,2194,347,NO
2195,6463,10,2195,347,NO
2196,6463,10,2196,347,NO
2197,6463,10,2197,347,NO
2198,4304,10,2198,347,NO
2199,4304,10,2199,347,NO
2200,4304,10,2200,347,NO
2201,4304,10,2201,347,NO
2202,4304,10,2202,347,NO
2203,4304,10,2203,347,NO
2204,5321,10,2204,347,NO
2205,5321,10,2205,347,NO
2206,5321,10,2206,347,NO
2207,5321,10,2207,347,NO
2208,5321,10,2208,347,NO
2209,5321,10,2209,347,NO
2210,5321,10,2210,347,NO
2211,8688,10,2211,347,NO
2212,8688,10,2212,347,NO
2213,8688,10,2213,347,NO
2214,8688,10,2214,347,NO
2215,8688,10,2215,347,NO
2216,8688,10,2216,347,NO
2217,8688,10,2217,347,NO
2218,8688,10,2218,347,NO
2219,8688,10,2219,347,NO
2220,8688,10,2220,347,NO
2221,8688,10,2221,347,NO
2222,8688,10,2222,347,NO
2223,8688,10,2223,347,NO
2224,8688,10,2224,347,NO
2225,8688,10,2225,347,NO
2226,8688,10,2226,347,NO
2227,8688,10,2227,347,NO
2228,8688,10,2228,347,NO
2229,8688,10,2229,346,NO
2230,8160,10,2230,346,NO
2231,8160,10,2231,346,NO
2232,8160,10,2232,346,NO
2233,8160,10,2233,346,NO
2234,8160,10,2234,346,NO
2235,8160,10,2235,346,NO
2236,8160,10,2236,346,NO
2237,8160,10,2237,346,NO
2238,8160,10,2238,346,NO
2239,8160,10,2239,346,NO
2240,8160,10,2240,346,NO
2241,8160,10,2241,346,NO
2242,8160,10,2242,346,NO
2243,8160,10,2243,346,NO
2244,8160,10,2244,346,NO
2245,8160,10,2245,346,NO
2246,8160,10,2246,346,NO
2247,8160,10,2247,346,NO
2248,4303,10,2248,346,NO
2249,4303,10,2249,346,NO
2250,4303,10,2250,346,NO
2251,4303,10,2251,346,NO
2252,4303,10,2252,346,NO
2253,4303,10,2253,346,NO
2254,4303,10,2254,346,NO
2255,4303,10,2255,346,NO
2256,4303,10,2256,346,NO
2257,4303,10,2257,346,NO
2258,4303,10,2258,346,NO
2259,4303,10,2259,346,NO
2260,4303,10,2260,346,NO
2261,4303,10,2261,346,NO
2262,4303,10,2262,346,NO
2263,4250,10,2263,345,NO
2264,4250,10,2264,345,NO
2265,4250,10,2265,345,NO
2266,4250,10,2266,345,NO
2267,4250,10,2267,345,NO
2268,4250,10,2268,345,NO
2269,4250,10,2269,345,NO
2270,4250,10,2270,345,NO
2271,4250,10,2271,345,NO
2272,4250,10,2272,345,NO
2273,9150,10,2273,345,NO
2274,9150,10,2274,345,NO
2275,9150,10,2275,345,NO
2276,9150,10,2276,345,NO
2277,9150,10,2277,345,NO
2278,9369,10,2278,345,NO
2279,9369,10,2279,345,NO
2280,9369,10,2280,345,NO
2281,9369,10,2281,345,NO
2282,9369,10,2282,345,NO
2283,9369,10,2283,345,NO
2284,9369,10,2284,345,NO
2285,9369,10,2285,345,NO
2286,9369,10,2286,345,NO
2287,9369,10,2287,345,NO
2288,5087,10,2288,342,NO
2289,5087,10,2289,342,NO
2290,5087,10,2290,342,NO
2291,5087,10,2291,342,NO
2292,5087,10,2292,342,NO
2293,5087,10,2293,342,NO
2294,5087,10,2294,342,NO
2295,5087,10,2295,342,NO
2296,5087,10,2296,342,NO
2297,5087,10,2297,342,NO
2298,5087,10,2298,342,NO
2299,5087,10,2299,341,NO
2300,5087,10,2300,341,NO
2301,5087,10,2301,341,NO
2302,5087,10,2302,341,NO
2303,5086,10,2303,341,NO
2304,5086,10,2304,341,NO
2305,5086,10,2305,341,NO
2306,5086,10,2306,341,NO
2307,5086,10,2307,341,NO
2308,5086,10,2308,341,NO
2309,5086,10,2309,341,NO
2310,5086,10,2310,341,NO
2311,8672,10,2311,341,NO
2312,8672,10,2312,341,NO
2313,8672,10,2313,341,NO
2314,8672,10,2314,341,NO
2315,8672,10,2315,341,NO
2316,8672,10,2316,341,NO
2317,9157,10,2317,341,NO
2318,9157,10,2318,341,NO
2319,9157,10,2319,341,NO
2320,9157,10,2320,341,NO
2321,9157,10,2321,341,NO
2322,9157,10,2322,341,NO
2323,9157,10,2323,341,NO
2324,9157,10,2324,341,NO
2325,9157,10,2325,341,NO
2326,9157,10,2326,341,NO
2327,4170,10,2327,345,NO
2328,4170,10,2328,345,NO
2329,4170,10,2329,345,NO
2330,4170,10,2330,345,NO
2331,4170,10,2331,345,NO
2332,4170,10,2332,345,NO
2333,4170,10,2333,345,NO
2334,4170,10,2334,345,NO
2335,4170,10,2335,345,NO
2336,4170,10,2336,345,NO
2337,4170,10,2337,345,NO
2338,4170,10,2338,345,NO
2339,4170,10,2339,345,NO
2340,4218,10,2340,345,NO
2341,4218,10,2341,345,NO
2342,4218,10,2342,345,NO
2343,4218,10,2343,345,NO
2344,4218,10,2344,345,NO
2345,4218,10,2345,345,NO
2346,4218,10,2346,345,NO
2347,4218,10,2347,345,NO
2348,4218,10,2348,345,NO
2349,4246,10,2349,345,NO
2350,4246,10,2350,345,NO
2351,4246,10,2351,345,NO
2352,4246,10,2352,345,NO
2353,4246,10,2353,345,NO
2354,4246,10,2354,345,NO
2355,4246,10,2355,345,NO
2356,4246,10,2356,345,NO
2357,4246,10,2357,345,NO
2358,5320,10,2358,345,NO
2359,5320,10,2359,345,NO
2360,5320,10,2360,345,NO
2361,5320,10,2361,345,NO
2362,5320,10,2362,345,NO
2363,5320,10,2363,345,NO
2364,5320,10,2364,345,NO
2365,5320,10,2365,345,NO
2366,5320,10,2366,345,NO
2367,4173,10,2367,345,NO
2368,4173,10,2368,345,NO
2369,4173,10,2369,345,NO
2370,4173,10,2370,345,NO
2371,4219,10,2371,345,NO
2372,4219,10,2372,345,NO
2373,4219,10,2373,345,NO
2374,4219,10,2374,345,NO
2375,4219,10,2375,345,NO
2376,4219,10,2376,344,NO
2377,8106,10,2377,344,NO
2378,8106,10,2378,344,NO
2379,8106,10,2379,344,NO
2380,8106,10,2380,344,NO
2381,8106,10,2381,344,NO
2382,8106,10,2382,344,NO
2383,8106,10,2383,344,NO
2384,8106,10,2384,344,NO
2385,8106,10,2385,344,NO
2386,8106,10,2386,344,NO
2387,4214,11,2387,350,NO
2388,4214,11,2388,350,NO
2389,4214,11,2389,350,NO
2390,4214,11,2390,350,NO
2391,4214,11,2391,350,NO
2392,4214,11,2392,350,NO
2393,4214,11,2393,350,NO
2394,4214,11,2394,350,NO
2395,4214,11,2395,350,NO
2396,4214,11,2396,350,NO
2397,4214,11,2397,350,NO
2398,4214,11,2398,350,NO
2399,4214,11,2399,350,NO
2400,4214,11,2400,349,NO
2401,4214,11,2401,349,NO
2402,4214,11,2402,349,NO
2403,4211,11,2403,349,NO
2404,4211,11,2404,349,NO
2405,4211,11,2405,349,NO
2406,4211,11,2406,349,NO
2407,4211,11,2407,349,NO
2408,4211,11,2408,349,NO
2409,4211,11,2409,349,NO
2410,4211,11,2410,349,NO
2411,4211,11,2411,349,NO
2412,4211,11,2412,349,NO
2413,4211,11,2413,349,NO
2414,4211,11,2414,349,NO
2415,4176,11,2415,349,NO
2416,4176,11,2416,349,NO
2417,4176,11,2417,349,NO
2418,4176,11,2418,349,NO
2419,4176,11,2419,349,NO
2420,4176,11,2420,349,NO
2421,4176,11,2421,349,NO
2422,4191,11,2422,349,NO
2423,4191,11,2423,349,NO
2424,4191,11,2424,349,NO
2425,4191,11,2425,349,NO
2426,4191,11,2426,349,NO
2427,4191,11,2427,349,NO
2428,4197,11,2428,349,NO
2429,4197,11,2429,349,NO
2430,4197,11,2430,349,NO
2431,4197,11,2431,349,NO
2432,4197,11,2432,349,NO
2433,4197,11,2433,349,NO
2434,4179,11,2434,349,NO
2435,4179,11,2435,349,NO
2436,4179,11,2436,349,NO
2437,4179,11,2437,349,NO
2438,4179,11,2438,349,NO
2439,4179,11,2439,349,NO
2440,8466,11,2440,349,NO
2441,8466,11,2441,349,NO
2442,8466,11,2442,349,NO
2443,8466,11,2443,349,NO
2444,5075,11,2444,349,NO
2445,5075,11,2445,349,NO
2446,5075,11,2446,349,NO
2447,5075,11,2447,349,NO
2448,5075,11,2448,349,NO
2449,5075,11,2449,349,NO
2450,5075,11,2450,349,NO
2451,5075,11,2451,349,NO
2452,5075,11,2452,349,NO
2453,5075,11,2453,349,NO
2454,5075,11,2454,349,NO
2455,5075,11,2455,349,NO
2456,5075,11,2456,349,NO
2457,5075,11,2457,349,NO
2458,8471,11,2458,349,NO
2459,8471,11,2459,349,NO
2460,8471,11,2460,349,NO
2461,8471,11,2461,349,NO
2462,8471,11,2462,349,NO
2463,8471,11,2463,349,NO
2464,8471,11,2464,349,NO
2465,8471,11,2465,349,NO
2466,8471,11,2466,349,NO
2467,8471,11,2467,349,NO
2468,8471,11,2468,349,NO
2469,4187,11,2469,349,NO
2470,4187,11,2470,349,NO
2471,4187,11,2471,349,NO
