id_mesa,id_establecimiento,id_centro_de_distribucion,descripcion,ciudadanos_habilitados,extranjera
119,4593,1,119,347,NO
120,4593,1,120,347,NO
121,4593,1,121,347,NO
122,4593,1,122,347,NO
123,4593,1,123,347,NO
124,4593,1,124,347,NO
125,4593,1,125,347,NO
126,4593,1,126,347,NO
127,4593,1,127,347,NO
128,4593,1,128,347,NO
129,4593,1,129,347,NO
130,4593,1,130,347,NO
131,4593,1,131,347,NO
132,4593,1,132,347,NO
133,4593,1,133,347,NO
134,4593,1,134,346,NO
135,4593,1,135,346,NO
136,4593,1,136,346,NO
137,5335,1,137,346,NO
138,5335,1,138,346,NO
139,5335,1,139,346,NO
140,5335,1,140,346,NO
141,5335,1,141,346,NO
142,5210,1,142,344,NO
143,5210,1,143,344,NO
144,5210,1,144,344,NO
145,5210,1,145,344,NO
146,5210,1,146,344,NO
147,5210,1,147,343,NO
148,5210,1,148,343,NO
149,5210,1,149,343,NO
150,5210,1,150,343,NO
151,5210,1,151,343,NO
152,5210,1,152,343,NO
153,5210,1,153,343,NO
154,5210,1,154,343,NO
155,5210,1,155,343,NO
156,9015,1,156,343,NO
157,9015,1,157,343,NO
158,9015,1,158,343,NO
159,9015,1,159,343,NO
160,9377,1,160,343,NO
161,9377,1,161,343,NO
162,9377,1,162,343,NO
163,9377,1,163,343,NO
164,9377,1,164,343,NO
165,9377,1,165,343,NO
166,4641,1,166,339,NO
167,4641,1,167,339,NO
168,4641,1,168,339,NO
169,4641,1,169,339,NO
170,4641,1,170,339,NO
171,4641,1,171,339,NO
172,4641,1,172,339,NO
173,4641,1,173,339,NO
174,4641,1,174,339,NO
175,4641,1,175,339,NO
176,4641,1,176,339,NO
177,4641,1,177,339,NO
178,4641,1,178,339,NO
179,4641,1,179,339,NO
180,4641,1,180,339,NO
181,9023,1,181,338,NO
182,9023,1,182,338,NO
183,9023,1,183,338,NO
184,9023,1,184,338,NO
185,9023,1,185,338,NO
186,4631,1,186,338,NO
187,4631,1,187,338,NO
188,4631,1,188,338,NO
189,4631,1,189,338,NO
190,4631,1,190,338,NO
191,4631,1,191,338,NO
192,4409,1,192,348,NO
193,4409,1,193,348,NO
194,4409,1,194,348,NO
195,4409,1,195,348,NO
196,4409,1,196,348,NO
197,4409,1,197,348,NO
198,4409,1,198,348,NO
199,4409,1,199,348,NO
200,4409,1,200,348,NO
201,4409,1,201,348,NO
202,4409,1,202,347,NO
203,4409,1,203,347,NO
204,4409,1,204,347,NO
205,4409,1,205,347,NO
206,4409,1,206,347,NO
207,4407,1,207,347,NO
208,4407,1,208,347,NO
209,4407,1,209,347,NO
210,4407,1,210,347,NO
211,4407,1,211,347,NO
212,4407,1,212,347,NO
213,4407,1,213,347,NO
214,4407,1,214,347,NO
215,4407,1,215,347,NO
216,4410,1,216,347,NO
217,4410,1,217,347,NO
218,4410,1,218,347,NO
219,4410,1,219,347,NO
220,4410,1,220,347,NO
221,4410,1,221,347,NO
222,4410,1,222,347,NO
223,4410,1,223,347,NO
224,4410,1,224,347,NO
225,5330,2,225,348,NO
226,5330,2,226,348,NO
227,5330,2,227,348,NO
228,5330,2,228,348,NO
229,5330,2,229,348,NO
230,5330,2,230,348,NO
231,5330,2,231,348,NO
232,5330,2,232,348,NO
233,5330,2,233,348,NO
234,5330,2,234,348,NO
235,4412,2,235,348,NO
236,4412,2,236,348,NO
237,4412,2,237,348,NO
238,4412,2,238,348,NO
239,4412,2,239,348,NO
240,4412,2,240,348,NO
241,4412,2,241,348,NO
242,4412,2,242,348,NO
243,4412,2,243,348,NO
244,4412,2,244,348,NO
245,4412,2,245,348,NO
246,4412,2,246,347,NO
247,4412,2,247,347,NO
248,4412,2,248,347,NO
249,4412,2,249,347,NO
250,4412,2,250,347,NO
251,4412,2,251,347,NO
252,9026,2,252,347,NO
253,9026,2,253,347,NO
254,9026,2,254,347,NO
255,9026,2,255,347,NO
256,9026,2,256,347,NO
257,9026,2,257,347,NO
258,9026,2,258,347,NO
259,9026,2,259,347,NO
260,4404,2,260,344,NO
261,4404,2,261,344,NO
262,4404,2,262,344,NO
263,4404,2,263,344,NO
264,4404,2,264,344,NO
265,4404,2,265,344,NO
266,4404,2,266,344,NO
267,4404,2,267,344,NO
268,4404,2,268,344,NO
269,4404,2,269,344,NO
270,9029,2,270,344,NO
271,9029,2,271,344,NO
272,9029,2,272,344,NO
273,9029,2,273,344,NO
274,9029,2,274,344,NO
275,9029,2,275,344,NO
276,9029,2,276,344,NO
277,9029,2,277,344,NO
278,9029,2,278,344,NO
279,9029,2,279,343,NO
280,8691,2,280,343,NO
281,8691,2,281,343,NO
282,8691,2,282,343,NO
283,8691,2,283,343,NO
284,8691,2,284,343,NO
285,8691,2,285,343,NO
286,8691,2,286,343,NO
287,8691,2,287,343,NO
288,9032,2,288,343,NO
289,9032,2,289,343,NO
290,9032,2,290,343,NO
291,9032,2,291,343,NO
292,9032,2,292,343,NO
293,9032,2,293,343,NO
294,9032,2,294,343,NO
