"id_circ","geom","barrio","perimetro","area","total","masculino","femenino","id_comuna","id_barrio"
16,"0106000020E61000000100000001030000000100000019000000255AB092AC304DC0D511D1D40E4F41C0785450589F304DC0DEEFC45B0E4F41C0B86A59394D304DC04C229683084F41C0B07FBD2549304DC0AD1A5CCE784F41C0190F831F49304DC0FFB2B08A794F41C076EB88DE48304DC03AB769389F4F41C0FAA49A2D44304DC0EF38367ACE4F41C0B95BD15439304DC0A610DDFF035041C0007BA51928304DC063B8DC2B2A5041C0C3F96BC712304DC046BD018A4B5041C02F30A6145E304DC04585AEB7755041C0BAA779885F304DC07F41CA94765041C05796A5CB66304DC031B90D52695041C0E9D7812771304DC0249DABFE545041C0E7F06D1275304DC081F39E60495041C0431F7CAF7D304DC05E58AB24325041C0EAC9AB4283304DC07040F4D3225041C02EEEE42D95304DC052C3B499F14F41C07392CF039D304DC066E6047ED64F41C094858618A4304DC076EB157FA34F41C005E82627A4304DC0C2BF2E61A24F41C074272448A7304DC0EE005886654F41C0B578023AAB304DC0A929A7EB3A4F41C049CA8008AC304DC0E6948018214F41C0255AB092AC304DC0D511D1D40E4F41C0","CONSTITUCION",2894.92736852,298077.37925,8563,4349,4214,1,12
17,"0106000020E6100000010000000103000000010000001600000000D42D4123324DC001FD00481F4F41C0497B7D2E10324DC0CA080DA41E4F41C03E763513CA314DC0DC668C631A4F41C0EF9CD73F98314DC0A8A01C9D174F41C0832D4AFC30314DC09D34834F144F41C07B8409AA06314DC04D4389DE114F41C0A9094B40E7304DC055B41021104F41C0491580C7AC304DC025915CD60E4F41C0255AB092AC304DC0D511D1D40E4F41C049CA8008AC304DC0E6948018214F41C0B578023AAB304DC0A929A7EB3A4F41C074272448A7304DC0EE005886654F41C005E82627A4304DC0C2BF2E61A24F41C08F043345D0304DC02A7F091CA34F41C0118311B401314DC0F87B9FCEA54F41C0D63890B842314DC05DF29F83A84F41C0F8A659058F314DC06F7F7501AD4F41C00D309DD4C5314DC0B91DBC25B04F41C0E3D5C3CCF7314DC0F74F48BBB34F41C010F7F27F1C324DC088F253F7B54F41C0D75A36651E324DC0ED83E0BA8F4F41C000D42D4123324DC001FD00481F4F41C0","CONSTITUCION",3116.47990364,529690.402792,12756,6229,6527,1,12
18,"0106000020E6100000010000000103000000010000001300000005E82627A4304DC0C2BF2E61A24F41C094858618A4304DC076EB157FA34F41C07392CF039D304DC066E6047ED64F41C02EEEE42D95304DC052C3B499F14F41C0EAC9AB4283304DC07040F4D3225041C0CC46E2EBEC304DC0CFDEF82D3F5041C0E2F423692F314DC03A22A8F1415041C0024C8C6F7C314DC09F15C2B6445041C0C5A00CB4D0314DC01455BF07485041C0EEF0F1F011324DC0F8C2B698495041C0CB5690801A324DC0A1F11739DE4F41C010F7F27F1C324DC088F253F7B54F41C0E3D5C3CCF7314DC0F74F48BBB34F41C00D309DD4C5314DC0B91DBC25B04F41C0F8A659058F314DC06F7F7501AD4F41C0D63890B842314DC05DF29F83A84F41C0118311B401314DC0F87B9FCEA54F41C08F043345D0304DC02A7F091CA34F41C005E82627A4304DC0C2BF2E61A24F41C0","CONSTITUCION",3133.84681192,549094.117478,7886,4131,3755,1,12
19,"0106000020E6100000010000000103000000010000001D000000EAC9AB4283304DC07040F4D3225041C0431F7CAF7D304DC05E58AB24325041C0E7F06D1275304DC081F39E60495041C0E9D7812771304DC0249DABFE545041C05796A5CB66304DC031B90D52695041C0BAA779885F304DC07F41CA94765041C0717A49EB5F304DC075269DD0765041C0406647AA85304DC0FEA4124D8D5041C05E80E08976304DC0393D97F8B35041C052A6EE3994304DC0A1032994EA5041C09FBE72EC93304DC0215EA08FEC5041C0929535EF97304DC0957E6A06F15041C07CF7641CA7304DC0FD73BFF6F95041C0E6707498A8304DC0F4BD831A075141C0449F14E4CC304DC0A7186B5E085141C0403ADD50CF304DC0D3CB064CC15041C0B0350AFFF9304DC0AF85989FDD5041C0436E1E3013314DC0C51FFE42EC5041C004281A7C24314DC0B0CA09D0F15041C0811CB57BAD314DC0B98AECB5195141C06D80C240F7314DC0B02F9B1A2B5141C0E5BD56540E324DC07B76182F695041C0A4BC15EA11324DC0C54926EB495041C0EEF0F1F011324DC0F8C2B698495041C0C5A00CB4D0314DC01455BF07485041C0024C8C6F7C314DC09F15C2B6445041C0E2F423692F314DC03A22A8F1415041C0CC46E2EBEC304DC0CFDEF82D3F5041C0EAC9AB4283304DC07040F4D3225041C0","CONSTITUCION",4048.90791204,725811.685945,10799,5784,5015,1,12
1,"0106000020E610000001000000010300000001000000250000004D756C38DF2E4DC025FFDC4A6A4F41C00944A62EDB2E4DC0215B35D18D4F41C046811EEED32E4DC0A7E2C58FD54F41C06C732BA8D32E4DC0DCE965D5D94F41C0F15B8745D22E4DC0C55B2CDADE4F41C0D82B4CFBC72E4DC0BF0ED643DE4F41C0A7E997C69A2E4DC057843A7FF64F41C090E95786872E4DC04C269598FF4F41C032130CA5852E4DC0BD38480E045041C00E7EADE2E82E4DC00709B944065041C0886336EB192F4DC001B77880065041C0FE279126192F4DC0E8B94E36465041C09863FED51D2F4DC0870448DD475041C04CC884E1222F4DC0837158F74B5041C05D72DBCB2E2F4DC008F0C55A565041C05601F1AA492F4DC08C2B29BF6C5041C03548A3B3712F4DC022BD5871935041C03F0C27B47B2F4DC0FB860618365041C02DF78CF7862F4DC08E28487D365041C0C963E9C9AF2F4DC05D21233C395041C0688928B7F12F4DC095AC7B073B5041C0C3F96BC712304DC046BD018A4B5041C0007BA51928304DC063B8DC2B2A5041C0B95BD15439304DC0A610DDFF035041C0FAA49A2D44304DC0EF38367ACE4F41C076EB88DE48304DC03AB769389F4F41C0190F831F49304DC0FFB2B08A794F41C0B07FBD2549304DC0AD1A5CCE784F41C0DBAB251818304DC03073DC52774F41C08BB95090F62F4DC0173834AB754F41C099C81601D72F4DC03B6C97D4744F41C02893E313AE2F4DC05B83C393734F41C0641C264D7A2F4DC0791760E8714F41C02A0F97BD5A2F4DC0D859A54A724F41C0DD78BB6A2A2F4DC08EAFE5CE6F4F41C07BBD6D1FF82E4DC0654F3D1A6C4F41C04D756C38DF2E4DC025FFDC4A6A4F41C0","SAN TELMO",4157.17556283,709721.550229,11377,5695,5682,1,20
2,"0106000020E61000000100000001030000000100000016000000B86A59394D304DC04C229683084F41C058DF07804F304DC03C776475E24E41C05877B02C20304DC08F0C4F6EE04E41C04BEC99D207304DC00BBABA71DD4E41C0C8959DE2EF2F4DC0CD7F669BDB4E41C0373E307EC22F4DC01BE67DFAD94E41C077BA1D96942F4DC0128AE9C2D94E41C06B482035942F4DC00CC8E582D84E41C01175571F6F2F4DC04C844CD2D54E41C050C41687642F4DC0DD3B4F90D44E41C05FB49D1BF12E4DC0A792D5F6CC4E41C04D756C38DF2E4DC025FFDC4A6A4F41C07BBD6D1FF82E4DC0654F3D1A6C4F41C0DD78BB6A2A2F4DC08EAFE5CE6F4F41C02A0F97BD5A2F4DC0D859A54A724F41C0641C264D7A2F4DC0791760E8714F41C02893E313AE2F4DC05B83C393734F41C099C81601D72F4DC03B6C97D4744F41C08BB95090F62F4DC0173834AB754F41C0DBAB251818304DC03073DC52774F41C0B07FBD2549304DC0AD1A5CCE784F41C0B86A59394D304DC04C229683084F41C0","SAN TELMO",3045.85873489,523430.860014,11365,5870,5495,1,20
